ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
10447294	0.00181182	6.16E-05	8.5598233	2.086031	1.12137169	Prkce
10408280	0.00182535	6.21E-05	-8.5487702	2.076954	-1.79115403	Lrrc16a
10600921	0.00182535	6.21E-05	8.5476926	2.076069	1.16132816	Stard8
10577824	0.00182821	6.23E-05	-8.5445087	2.073452	-1.18358772	Letm2
10408450	0.00182968	6.24E-05	-8.5406973	2.070318	-1.86904523	Sox4
10364280	0.00182968	6.25E-05	8.5404485	2.070114	1.12769605	Pttg1ip
10462791	0.00182968	6.25E-05	-8.5401353	2.069856	-0.94117012	5-Mar
10396862	0.00185771	6.35E-05	-8.5177162	2.051398	-1.33721206	Strm
10573427	0.00185981	6.37E-05	8.5151228	2.04926	1.00137745	G430095P16Rik
10419170	0.00186422	6.39E-05	8.5108887	2.045768	1.67291268	Txndc16
10534142	0.0018659	6.40E-05	-8.5086002	2.04388	-1.2003434	Sbds
10566583	0.00187016	6.42E-05	8.504484	2.040483	2.55631454	Gm8995
10347933	0.00187396	6.44E-05	-8.5007048	2.037363	-1.07644831	LOC101055672///C130026I21Rik///Sp140///A530032D15Rik
10539894	0.00188522	6.48E-05	8.4916771	2.029905	3.02060106	Mgll
10436978	0.00189193	6.51E-05	8.4858781	2.025111	2.34252936	Cbr3
10551185	0.00190009	6.54E-05	8.4790969	2.019501	0.98065808	Tgfb1
10353899	0.00191039	6.58E-05	-8.4708656	2.012686	-1.6354137	Sema4c
10475218	0.0019134	6.60E-05	8.4677042	2.010067	2.26945536	Stard9
10347564	0.00191873	6.62E-05	-8.4629461	2.006123	-1.57417689	Dnajb2///Dnajb2
10376868	0.00192021	6.63E-05	8.4603154	2.003942	1.57202802	Trpv2
10412038	0.00193164	6.69E-05	8.4500379	1.995415	2.09809669	Zswim6
10383133	0.00193164	6.69E-05	8.4497858	1.995206	1.2785874	Slc26a11
10470446	0.00193847	6.72E-05	8.4429899	1.989562	1.42944023	Rxra
10379389	0.00193935	6.73E-05	8.4413198	1.988175	1.68932713	Adap2
10452879	0.00195635	6.80E-05	8.4287466	1.977722	2.09121904	Nlrc4
10554800	0.00195974	6.82E-05	-8.4247773	1.974419	-1.43223271	Rab38
10432540	0.00195974	6.82E-05	-8.424336	1.974051	-1.28579805	Lima1
10409162	0.001968	6.86E-05	8.4158721	1.967003	1.07995908	Susd3
10571302	0.001968	6.86E-05	8.4156098	1.966785	1.06449327	Saraf
10575497	0.0019683	6.87E-05	-8.4143499	1.965735	-2.37175494	Mtss1l
10486112	0.00198299	6.93E-05	-8.4026662	1.955994	-1.1318299	Bmf
10407145	0.00198299	6.93E-05	-8.4024575	1.95582	-1.94570632	Mier3
10510305	0.00198342	6.94E-05	-8.4008527	1.954481	-1.21868921	Mtor
10545672	0.00198342	6.94E-05	-8.4000608	1.953821	-2.52957065	Mthfd2
10585129	0.00198388	6.96E-05	-8.3979542	1.952063	-1.06251617	Zw10
10425138	0.00198388	6.96E-05	-8.3976477	1.951807	-1.06738628	Sh3bp1
10529708	0.00199607	7.01E-05	-8.3875022	1.943334	-0.91066219	Zfp518b
10394914	0.00199822	7.02E-05	8.3850411	1.941278	1.03747718	Iah1
10369792	0.00200185	7.04E-05	8.3816133	1.938412	1.77190146	Arid5b
10495659	0.00200896	7.08E-05	-8.375514	1.933311	-1.23581074	Cnn3
10461369	0.00200896	7.08E-05	8.3748006	1.932714	1.47247187	Ahnak
10492428	0.00200896	7.09E-05	8.3738296	1.931902	1.02676953	Tiparp
10606436	0.00201497	7.11E-05	8.3688742	1.927755	1.22616978	Hmgn5
10418766	0.00202143	7.14E-05	8.3633773	1.923151	1.4309828	Ankrd28
10582973	0.00202143	7.15E-05	-8.362597	1.922498	-1.9458911	Kbtbd3
10431697	0.00202315	7.16E-05	8.3604423	1.920693	2.25804095	Abcd2
10481574	0.00203197	7.20E-05	8.3537125	1.915052	1.15165591	Fam78a
10409021	0.00204077	7.23E-05	8.3470269	1.909444	1.10185051	Tpmt
10504294	0.0020414	7.24E-05	8.3455347	1.908192	1.16023426	Rusc2
10589438	0.0020414	7.25E-05	-8.3445548	1.907369	-0.86622271	Map4
10509137	0.00205307	7.30E-05	8.3347174	1.899108	1.08692018	Hmgcl
10461690	0.00205307	7.30E-05	8.3340123	1.898516	1.28311349	Osbp
10587892	0.0020533	7.31E-05	-8.3328344	1.897526	-1.47190827	Atr
10396306	0.00205907	7.34E-05	8.3272789	1.892856	1.34268809	Jkamp
10545910	0.00206161	7.36E-05	8.3243946	1.890431	1.38280202	Pcyox1
10368527	0.00206161	7.36E-05	-8.323452	1.889638	-1.22301426	Hint3
10418475	0.00206476	7.38E-05	8.3204395	1.887103	0.88027663	Spcs1
10358999	0.00206568	7.39E-05	8.3188338	1.885752	1.12927561	Xpr1
10531383	0.00206642	7.40E-05	8.3173412	1.884496	2.2142079	Sdad1
10562818	0.00206743	7.41E-05	-8.3156854	1.883102	-1.26302961	Pold1
10385583	0.00207414	7.44E-05	-8.310444	1.878688	-2.41020095	Ltc4s
10404612	0.00207525	7.45E-05	8.3081735	1.876776	1.32474966	Rreb1
10584862	0.00207525	7.45E-05	-8.3077079	1.876383	-2.23175517	Scn4b
10548905	0.00209383	7.53E-05	8.2950917	1.865746	1.83576333	Eps8
10483809	0.00209575	7.54E-05	8.2928896	1.863888	1.54530424	Nfe2l2
10589889	0.00209601	7.55E-05	8.2917122	1.862895	1.05574076	Glb1
10474769	0.00209959	7.56E-05	8.2884789	1.860165	1.83072484	Bub1b
10440840	0.00210769	7.60E-05	8.2824674	1.855088	1.07103361	1110004E09Rik
10437852	0.00212086	7.65E-05	-8.2733737	1.847402	-1.10280288	Marf1
10392953	0.00212527	7.68E-05	-8.2691254	1.843809	-0.96562108	Gga3
10542738	0.00212527	7.68E-05	8.2686581	1.843414	3.01680964	Rassf8
10355266	0.00212865	7.70E-05	-8.2655879	1.840816	-1.26218466	Lancl1
10575213	0.00213434	7.74E-05	8.2592684	1.835466	1.42105327	Zfhx3
10461487	0.00213434	7.74E-05	-8.2581745	1.834539	-1.27758485	Cyb561a3
10381211	0.00213434	7.74E-05	8.2579076	1.834313	1.21298935	Naglu
10509168	0.00213434	7.75E-05	8.2571082	1.833636	1.03111357	E2f2
10548000	0.00213612	7.76E-05	8.2550263	1.831873	0.86991134	Ltbr
10380341	0.00215133	7.84E-05	-8.2427788	1.821489	-0.89801849	Spag9
10393544	0.00215133	7.85E-05	-8.2405377	1.819588	-0.9772268	Cyth1
10361807	0.00215133	7.85E-05	-8.2404754	1.819535	-1.08773525	Hivep2
10359982	0.00215133	7.85E-05	8.2402658	1.819357	1.11604044	Atf6
10573461	0.00215133	7.85E-05	8.2398525	1.819006	1.08497506	Dnase2a
10600547	0.00215158	7.86E-05	-8.2387074	1.818035	-1.04361075	Tbl1x
10425808	0.0021596	7.90E-05	-8.2319144	1.812267	-1.11772925	Tspo
10607832	0.00216051	7.91E-05	-8.2303783	1.810962	-1.14325256	Rab9
10590383	0.00216829	7.95E-05	8.224746	1.806177	1.09101752	Deb1
10584977	0.0021696	7.96E-05	-8.222978	1.804674	-0.93248491	Sik3
10602704	0.00217162	7.97E-05	-8.2207906	1.802814	-1.36140215	Klf8
10507933	0.00218278	8.03E-05	-8.211207	1.794661	-1.05132947	Inpp5b
10499655	0.00218278	8.03E-05	8.2109248	1.794421	2.02547393	Il6ra
10387992	0.00218278	8.03E-05	-8.2106342	1.794173	-1.00919714	Nup88
10547034	0.00218278	8.05E-05	8.2084563	1.792319	0.91655705	Raf1
10356299	0.00218278	8.05E-05	-8.2082662	1.792157	-2.19640699	Gpr55
10363528	0.00218406	8.06E-05	8.2065262	1.790676	1.07447158	Aifm2
10354979	0.0021915	8.09E-05	-8.2008536	1.785843	-1.08104303	Als2
10505008	0.0021915	8.10E-05	-8.1995528	1.784735	-1.49879407	Slc44a1
10536494	0.0021915	8.11E-05	8.199207	1.78444	2.0900194	Cav2
10504891	0.00219809	8.14E-05	-8.1936389	1.779693	-0.93285189	Tmeff1
10372069	0.00219809	8.14E-05	-8.1933869	1.779479	-1.81887257	Socs2
10564337	0.00220609	8.18E-05	-8.1871564	1.774164	-1.28824722	Ndnl2
10528268	0.00220609	8.18E-05	8.1867641	1.773829	1.08192415	Ptpn12
10500412	0.00220774	8.20E-05	8.1848303	1.772178	1.61156717	Gpr89
10422728	0.00221292	8.23E-05	8.1802046	1.768229	3.05871567	Dab2
10558961	0.00221292	8.23E-05	8.1798724	1.767945	1.28024999	Tspan4
10595638	0.00221496	8.24E-05	-8.1774916	1.765912	-1.8894496	Gm10634///4930579C12Rik
10555470	0.00221496	8.25E-05	8.1767478	1.765277	1.15195154	Arap1
10522208	0.00222138	8.28E-05	8.1720617	1.761272	1.09857253	Uchl1
10572038	0.00222721	8.31E-05	8.1674649	1.757342	0.99773376	Tmem192
10557177	0.00223437	8.35E-05	8.1616796	1.752394	2.09358936	Prkcb
10349404	0.00225507	8.43E-05	8.1488989	1.741451	1.11136681	Mgat5
10409278	0.00225513	8.44E-05	-8.1470165	1.739838	-1.15618306	Nfil3
10494227	0.00225513	8.44E-05	8.1469398	1.739772	1.42873406	Cers2
10419288	0.00225779	8.46E-05	8.1444706	1.737655	1.32814715	Gch1
10477644	0.00227286	8.52E-05	8.1349954	1.729529	1.29060656	Trp53inp2
10401781	0.00227461	8.53E-05	8.1330548	1.727864	0.95085056	Sptlc2
10574166	0.00229696	8.62E-05	-8.1196065	1.716314	-1.19362036	Cpne2
10385842	0.00229743	8.63E-05	-8.1183865	1.715265	-1.01187393	Rad50
10574976	0.00229777	8.66E-05	8.1148583	1.712232	1.17420726	Pla2g15
10559558	0.00229777	8.66E-05	-8.1143822	1.711822	-1.1937205	Tnni3
10420637	0.00229817	8.67E-05	-8.1132076	1.710812	-1.11367262	Kpna3
10377889	0.00229946	8.68E-05	-8.1115401	1.709378	-0.95852548	Mink1
10561748	0.00231139	8.74E-05	-8.1032769	1.702267	-1.17941755	Catsperg1///Catsperg2
10524417	0.00231139	8.74E-05	-8.1020035	1.70117	-1.17489928	Iscu
10437765	0.00231139	8.74E-05	8.1019206	1.701099	0.9060631	Cpped1
10399605	0.00231139	8.75E-05	8.1011501	1.700435	1.72740159	Adam17
10391513	0.00231433	8.77E-05	8.0985835	1.698225	1.97140029	Dusp3
10424667	0.00231767	8.79E-05	-8.0948582	1.695015	-1.14807832	Them6
10545629	0.00232835	8.84E-05	-8.088063	1.689157	-0.9193699	Htra2
10563441	0.00233553	8.88E-05	8.082817	1.684632	1.30586996	Emp3
10346747	0.00233638	8.89E-05	8.0806276	1.682743	1.66818291	Cyp20a1
10459455	0.00233638	8.90E-05	-8.0794744	1.681747	-1.47366596	Alpk2
10541644	0.00233638	8.90E-05	8.0789783	1.681319	1.05318807	Cd163
10604932	0.00235466	8.98E-05	8.0681367	1.671955	1.5122082	Cd99l2///Cd99l2
10520982	0.00236002	9.01E-05	-8.0643149	1.668652	-0.88002442	Depdc5
10583207	0.00236248	9.03E-05	8.0611233	1.665892	1.40409181	Maml2
10364814	0.00237136	9.08E-05	8.0544992	1.660161	0.90329038	Scamp4
10458816	0.00238145	9.12E-05	8.0481829	1.654693	1.42160354	Ticam2
10551155	0.00238153	9.13E-05	-8.0466257	1.653344	-1.0594568	4732471J01Rik
10599719	0.00238153	9.14E-05	8.0459156	1.652729	1.23484673	Slc9a6
10500813	0.00238153	9.14E-05	8.045354	1.652242	1.08105094	Hipk1
10446334	0.00239006	9.19E-05	-8.0389698	1.64671	-1.86802982	Glcci1
10599498	0.00239315	9.21E-05	8.0364088	1.64449	1.75877732	Utp14a
10533483	0.00239629	9.23E-05	8.0338207	1.642245	1.62679158	Atp2a2
10582429	0.00240085	9.26E-05	-8.028627	1.637739	-1.7645549	Cbfa2t3
10453461	0.00240085	9.27E-05	-8.0284941	1.637624	-1.38741683	Fbxo11
10472782	0.00240085	9.27E-05	-8.0276268	1.636871	-1.1479667	Hat1
10571162	0.00240125	9.29E-05	8.0256748	1.635176	1.1753006	Eif4ebp1
10532954	0.00240543	9.32E-05	8.0216393	1.631672	1.27986843	Mlec
10546010	0.00240721	9.35E-05	8.0164019	1.627122	1.85366317	Arhgap25
10466127	0.00240721	9.36E-05	-8.0157198	1.62653	-1.88993298	AW112010
10530151	0.00240721	9.36E-05	8.0151695	1.626051	1.64992339	Tlr6
10507699	0.00240721	9.36E-05	-8.0150783	1.625972	-1.00371205	Scmh1
10441178	0.00240721	9.37E-05	-8.0144541	1.62543	-1.35826957	Itgb2l
10407307	0.00240721	9.37E-05	8.0136848	1.624761	0.90803877	Mocs2
10364712	0.00240721	9.38E-05	-8.0133873	1.624502	-1.39557498	Cirbp
10420372	0.0024267	9.47E-05	8.0013877	1.614065	1.27809815	Cryl1
10393272	0.00242848	9.48E-05	-7.9995521	1.612467	-2.62200734	Rnf157
10394735	0.00243274	9.50E-05	7.9964327	1.609751	1.00452198	Pdia6
10348653	0.00243737	9.53E-05	-7.9931308	1.606875	-1.8726519	Gpc1
10532630	0.00244483	9.58E-05	-7.9863418	1.600959	-1.36857735	Adrbk2
10489784	0.00244483	9.59E-05	-7.9856612	1.600365	-1.047825	Prex1
10402080	0.00245586	9.64E-05	-7.9790892	1.594634	-1.42302954	Nrde2
10380116	0.00247751	9.73E-05	-7.9671514	1.584212	-1.42189877	Rnf43
10516576	0.00249048	9.79E-05	-7.9596943	1.577695	-0.83538461	Rbbp4
10409265	0.0025074	9.86E-05	-7.9502942	1.569472	-1.44836545	Auh
10595953	0.00250816	9.87E-05	7.9490181	1.568355	1.21209423	Esyt3
10485645	0.00252425	9.94E-05	-7.9394141	1.559945	-0.97286173	Rcn1
10541799	0.00252425	9.95E-05	7.9392063	1.559763	0.98425234	Lpar5
10546805	0.0025331	9.99E-05	-7.9339273	1.555136	-1.3556498	Ddx18
10470562	0.00254066	1.00E-04	7.9293043	1.551082	3.18359874	Gm10134
10372652	0.00254516	1.01E-04	7.9261993	1.548358	2.54753338	Lyz1
10481474	0.00255547	1.01E-04	7.9202506	1.543137	1.31734117	Crat
10398039	0.00255738	1.01E-04	-7.9184248	1.541534	-1.16818378	Serpina3f///Serpina3g
10588283	0.00256576	1.02E-04	-7.9133861	1.537108	-0.99828317	Rab6b
10521337	0.00256576	1.02E-04	-7.9125602	1.536382	-1.66420738	Rgs12
10382980	0.00257287	1.02E-04	-7.9082155	1.532563	-0.9342323	Syngr2
10491805	0.00257444	1.02E-04	-7.9065655	1.531113	-1.10893988	Plk4
10474671	0.00257886	1.02E-04	-7.9035392	1.528451	-1.53110145	Spred1
10442616	0.00257933	1.02E-04	7.9024282	1.527474	1.00469192	Hagh
10479311	0.00258947	1.03E-04	-7.8966452	1.522385	-1.29310108	Ss18l1
10397189	0.00258953	1.03E-04	7.8952347	1.521144	1.13909669	Ptgr2
10561031	0.00258953	1.03E-04	-7.894851	1.520806	-1.24621474	Lipe
10495763	0.00259151	1.03E-04	7.8930188	1.519193	1.85928294	Gclm
10362073	0.00259457	1.03E-04	7.8906636	1.517118	3.0169944	Sgk1
10379363	0.00259463	1.03E-04	-7.8897562	1.516319	-0.93124946	Atad5
10515242	0.00259635	1.04E-04	-7.8880544	1.51482	-1.0002063	Nsun4
10509858	0.00259892	1.04E-04	7.885941	1.512958	1.19564032	Sdhb
10461408	0.0025994	1.04E-04	7.8848329	1.511981	1.66853255	Rab3il1
10565924	0.00260204	1.04E-04	-7.8826907	1.510093	-1.23608777	Relt
10550597	0.0026022	1.04E-04	-7.8817414	1.509256	-1.11716508	Fbxo46
10416334	0.0026165	1.05E-04	7.8740405	1.502464	1.7913289	Dok2
10486898	0.00261853	1.05E-04	-7.8722031	1.500842	-0.8544725	Spg11
10425578	0.00261875	1.05E-04	-7.8707936	1.499598	-1.13449211	Zc3h7b
10557631	0.00261875	1.05E-04	-7.8703507	1.499207	-0.88368738	Prr14///Prr14
10378754	0.00261931	1.05E-04	-7.8692125	1.498203	-1.1121849	Fam57a
10406663	0.00262688	1.06E-04	7.8647243	1.494239	1.05249234	Arsb
10358816	0.00262688	1.06E-04	7.863882	1.493495	1.05465247	Lamc1
10394593	0.00264379	1.07E-04	-7.8533057	1.484148	-2.43231415	Fam49a
10600341	0.00265113	1.07E-04	-7.8471153	1.478671	-1.21556336	Emd
10344960	0.00265113	1.07E-04	-7.8464017	1.47804	-0.97524257	Tmem70
10563780	0.00266896	1.08E-04	7.8372222	1.469912	1.38834698	E2f8
10437364	0.00267183	1.08E-04	7.8343227	1.467343	1.03739716	Adcy9
10480459	0.00267183	1.08E-04	7.8336226	1.466723	1.67585686	Hnmt
10531544	0.00267183	1.08E-04	-7.8333059	1.466442	-2.0261078	Paqr3
10365242	0.00268073	1.09E-04	7.8283282	1.462029	1.59731338	Hcfc2
10414623	0.0026924	1.09E-04	-7.8220903	1.456496	-2.03369607	Arhgef40
10471247	0.0026927	1.09E-04	-7.8210967	1.455614	-2.52551228	Aif1l
10431894	0.00270239	1.10E-04	-7.8150662	1.450261	-1.21371252	Slc38a2
10373027	0.00270239	1.10E-04	7.81433	1.449607	1.11560021	Tspan31
10434441	0.00270239	1.10E-04	7.8140825	1.449387	1.38330106	Ece2
10496387	0.00270275	1.10E-04	7.8130639	1.448483	0.85611869	Dnajb14
10502205	0.00270842	1.10E-04	7.8087637	1.444662	1.34330652	Hadh
10384717	0.00271634	1.11E-04	-7.8043023	1.440697	-0.83068436	Pex13
10538206	0.00271809	1.11E-04	7.8026538	1.439231	1.35779594	Ccdc126
10585301	0.00272106	1.11E-04	-7.8004586	1.437279	-1.25837477	Rdx
10541307	0.00272351	1.11E-04	-7.7984943	1.435532	-1.68715493	Usp18
10397094	0.00272735	1.12E-04	7.7959085	1.433231	1.09268577	Psen1
10445442	0.0027337	1.12E-04	-7.7914472	1.42926	-1.20609493	Gtpbp2
10357280	0.0027337	1.12E-04	7.7913401	1.429165	1.08723296	Insig2
10389674	0.00274193	1.12E-04	-7.7867837	1.425108	-1.78376392	Dynll2
10438738	0.00274345	1.13E-04	-7.785258	1.423748	-0.96973343	Bcl6
10366407	0.00274441	1.13E-04	-7.7839781	1.422608	-1.59804633	Gm10752
10439092	0.00274791	1.13E-04	-7.7815639	1.420457	-1.24880848	Rubcn
10460312	0.00276583	1.14E-04	7.7727103	1.412562	1.22362955	Cdk2ap2
10507594	0.00277669	1.14E-04	7.7656933	1.4063	1.45430009	Slc2a1
10498623	0.00278662	1.15E-04	-7.7601334	1.401335	-0.86551859	Kpna4
10596053	0.00278989	1.15E-04	7.7573075	1.39881	0.87502605	Pccb
10357535	0.00278989	1.15E-04	7.7570126	1.398547	1.45883742	Pfkfb2
10426042	0.00279771	1.16E-04	-7.752738	1.394726	-0.85013742	Gramd4
10440849	0.00279784	1.16E-04	-7.7514131	1.393541	-0.98267925	Synj1
10406270	0.0027996	1.16E-04	7.7494006	1.391742	1.52183664	Glrx
10590073	0.00281363	1.17E-04	7.7424251	1.385501	1.2005823	Vill
10400095	0.00282137	1.17E-04	-7.7373877	1.380991	-1.37103472	Ifrd1
10436182	0.00282801	1.17E-04	-7.7334685	1.377481	-1.16658736	Cd47
10469083	0.00282895	1.18E-04	-7.7316046	1.375811	-1.25925555	Upf2
10501629	0.00283122	1.18E-04	-7.7297924	1.374187	-1.96057912	Cdc14a
10485828	0.00283881	1.18E-04	7.7256818	1.370502	1.60113119	Gm10792
10357191	0.00284141	1.18E-04	-7.7237347	1.368756	-1.03560922	Ptpn4
10450948	0.00286534	1.19E-04	-7.7126377	1.358797	-1.77284216	9130008F23Rik
10554839	0.00287876	1.20E-04	7.7060236	1.352856	1.15840806	Picalm
10511580	0.00288085	1.20E-04	7.7035596	1.350642	1.17133824	Pdp1
10541678	0.00288794	1.21E-04	7.6991613	1.346688	1.50092237	C1ra
10503551	0.00288794	1.21E-04	7.6989114	1.346463	1.32983151	Usp45
10369704	0.00288918	1.21E-04	-7.6972185	1.34494	-1.06314805	Hnrnph3///Aff3
10493267	0.00288918	1.21E-04	-7.6962948	1.34411	-0.8112086	Arhgef2
10523255	0.00289888	1.22E-04	-7.6910105	1.339355	-0.91767078	Stbd1
10379630	0.00290201	1.22E-04	7.6886855	1.337262	1.67752814	Slfn2
10576911	0.00290201	1.22E-04	-7.6880575	1.336697	-2.79932063	Efnb2
10499777	0.00291042	1.22E-04	-7.683707	1.332779	-1.54062055	Ints3
10448081	0.00291271	1.23E-04	-7.680533	1.329919	-1.0766162	Rgmb
10506939	0.00291271	1.23E-04	-7.6800523	1.329486	-0.83903523	Eps15
10458044	0.00291271	1.23E-04	7.6787061	1.328273	0.91658909	Osgep
10349249	0.00291271	1.23E-04	-7.6786741	1.328244	-1.21264222	Clasp1
10350003	0.00291492	1.23E-04	7.6761224	1.325944	1.56989124	Cyb5r1
10505791	0.00292379	1.24E-04	7.6716076	1.321873	0.90930817	Focad
10578324	0.00292713	1.24E-04	7.6694065	1.319887	1.57110316	Mtus1
10604226	0.00293163	1.24E-04	7.6667236	1.317467	1.8083778	C1galt1c1
10497149	0.00293453	1.24E-04	7.6647109	1.31565	1.8980845	Wls
10358389	0.00295315	1.25E-04	7.6554	1.307241	1.99841912	Rgs2
10528257	0.00297501	1.26E-04	-7.6448213	1.297678	-1.21873333	Rsbn1l
10574184	0.00298625	1.27E-04	-7.639433	1.292802	-1.05998635	Rspry1
10407907	0.00300756	1.28E-04	-7.6287845	1.283158	-0.99859758	Rala
10350136	0.00300756	1.28E-04	-7.6287689	1.283144	-1.76711915	Csrp1
10465833	0.00300756	1.28E-04	-7.6283969	1.282807	-1.07529037	Rom1
10386427	0.00300833	1.28E-04	7.626503	1.28109	0.96320792	Flcn
10522596	0.00300833	1.28E-04	7.625962	1.2806	1.32356983	Tmem165
10424662	0.00301968	1.29E-04	-7.6198833	1.275088	-1.51712822	Psca
10395293	0.00301968	1.29E-04	-7.6192608	1.274523	-1.41079815	Atxn7l1
10574415	0.00301968	1.29E-04	-7.6187232	1.274036	-2.13760484	1700047G07Rik
10466239	0.00302033	1.29E-04	-7.6176626	1.273074	-1.29322021	Oosp1
10406334	0.00302093	1.29E-04	7.6160373	1.271599	2.04377502	Mctp1
10486396	0.00302093	1.29E-04	7.6157963	1.27138	1.8521937	Ehd4
10472162	0.00302093	1.29E-04	-7.6150343	1.270689	-1.50134288	Gpd2
10588037	0.00304261	1.30E-04	-7.6055831	1.262107	-1.84842855	Rbp1
10518743	0.00304423	1.31E-04	7.6031001	1.259851	1.06168339	H6pd
10575249	0.00304423	1.31E-04	7.6026336	1.259427	1.1427837	Txnl4b
10470555	0.00304423	1.31E-04	7.6018233	1.258691	2.98651759	Gbgt1
10375503	0.00304423	1.31E-04	-7.6017681	1.25864	-1.85667379	Trim7
10534281	0.0030465	1.31E-04	-7.5997332	1.256791	-1.2876227	Clip2
10452907	0.0030465	1.31E-04	7.5992862	1.256384	1.08295437	Fez2
10578962	0.00304886	1.31E-04	7.5975585	1.254814	1.6032516	Gm10661
10429573	0.00306776	1.32E-04	7.5882793	1.246372	3.795298	Ly6c2///Ly6c1
10409502	0.00306776	1.32E-04	7.5877256	1.245868	1.35208178	Dok3
10376021	0.0030793	1.33E-04	7.5824085	1.241027	1.1622545	8-Sep
10360377	0.00308181	1.33E-04	7.5803832	1.239182	3.23863206	AI607873
10472923	0.00309052	1.34E-04	7.5754933	1.234726	2.4504118	Ak4
10581271	0.00309052	1.34E-04	7.5748778	1.234165	1.51611611	Zdhhc1
10492890	0.00311436	1.35E-04	-7.5646497	1.224836	-0.94315826	Lrba
10479596	0.00311436	1.35E-04	-7.5640505	1.224289	-0.86619177	Zgpat
10577190	0.00312626	1.36E-04	7.5586798	1.219386	2.14593467	Rasa3
10489569	0.00313047	1.36E-04	7.5562758	1.217191	4.1557395	Pltp
10513551	0.00313099	1.36E-04	7.5552997	1.216299	0.85490199	Fkbp15
10446235	0.00314138	1.37E-04	-7.5496257	1.211115	-0.77374972	Trip10
10587226	0.00314138	1.37E-04	-7.5493194	1.210835	-2.17355772	Lysmd2
10509777	0.00314138	1.37E-04	-7.5489774	1.210522	-1.14691397	Iffo2
10590586	0.00314244	1.37E-04	-7.5477952	1.209441	-0.97066949	Limd1
10518805	0.00314619	1.37E-04	7.5455818	1.207417	1.19400053	Vamp3
10377841	0.003162	1.38E-04	-7.5387858	1.2012	-1.90092305	Tm4sf5
10347748	0.00316475	1.38E-04	7.5361905	1.198825	1.1117904	Utp14b///Acsl3
10389858	0.00317264	1.39E-04	7.5324284	1.19538	0.83974707	Nme2
10553913	0.00317581	1.39E-04	7.5304565	1.193574	1.11876343	Mcee
10445412	0.00317722	1.39E-04	-7.5291504	1.192378	-1.67899361	Nfkbie
10443561	0.00318958	1.40E-04	-7.5222067	1.186014	-1.2053111	Rnf8-cmtr1///Cmtr1
10537394	0.00318958	1.40E-04	7.5221803	1.18599	1.28782091	Fmc1
10372028	0.003207	1.41E-04	-7.5148816	1.179295	-1.23646954	Plxnc1
10548415	0.00320773	1.41E-04	-7.5130721	1.177635	-1.66062123	Klri1
10387219	0.00321826	1.41E-04	-7.5083822	1.17333	-0.87834482	Rangrf
10501265	0.00324025	1.43E-04	-7.498699	1.164433	-0.88984749	Gnai3
10480760	0.00325343	1.43E-04	-7.4930794	1.159266	-1.18239139	Traf2
10544525	0.00325833	1.44E-04	7.4901655	1.156586	1.38215919	Pdia4
10413574	0.00325833	1.44E-04	-7.4897548	1.156208	-1.07090628	Sfmbt1
10589913	0.00326993	1.44E-04	-7.483985	1.150897	-1.00176928	Dync1li1
10509463	0.00328054	1.45E-04	7.4793591	1.146637	1.21584841	Eif4g3
10496494	0.00328447	1.45E-04	7.4764238	1.143933	1.57953399	Tspan5
10552553	0.00328447	1.45E-04	7.4764103	1.14392	2.21238078	Klk1b7-ps
10585842	0.00329358	1.46E-04	7.4700724	1.138078	0.93860345	Nptn
10466745	0.00329388	1.46E-04	-7.4692096	1.137282	-1.27254653	Tjp2
10496539	0.00330406	1.47E-04	-7.4643954	1.132842	-2.14360987	Gbp5
10557285	0.00330406	1.47E-04	7.4640177	1.132493	1.15738175	Lcmt1
10532839	0.00331035	1.47E-04	7.4610001	1.129708	0.93476131	Trpv4
10360506	0.00333905	1.48E-04	-7.4499688	1.11952	-1.33243952	Akt3
10520638	0.00334647	1.49E-04	7.4465756	1.116383	0.91174651	Atraid
10497237	0.00334702	1.49E-04	7.445555	1.11544	1.01411648	Pag1
10472794	0.00334702	1.49E-04	7.444875	1.114811	1.01703051	Metap1d
10491780	0.00335957	1.50E-04	7.4389253	1.109308	1.26596784	Hspa4l
10559207	0.00338418	1.51E-04	-7.4287609	1.099897	-0.97797468	Lsp1
10454093	0.00338952	1.51E-04	7.426141	1.09747	0.95824477	Mrpl27
10486241	0.00339778	1.52E-04	-7.4225052	1.094101	-1.5293782	Exd1
10400926	0.00340939	1.53E-04	-7.4168558	1.088862	-1.91644864	Rtn1
10515399	0.00340939	1.53E-04	7.4162238	1.088276	1.43772995	Plk3
10531348	0.00341583	1.53E-04	7.413244	1.085511	1.85647395	Ppef2
10376163	0.0034169	1.53E-04	-7.4121302	1.084478	-1.2235651	Rapgef6
10540540	0.00342359	1.54E-04	7.4083789	1.080996	0.85378989	Brox
10436941	0.00342359	1.54E-04	-7.4083276	1.080948	-1.62442746	Mrps6
10406676	0.00342901	1.54E-04	7.4057118	1.078519	1.68515537	Lhfpl2
10518841	0.0034397	1.55E-04	-7.4012392	1.074365	-0.84865407	Thap3
10399540	0.0034397	1.55E-04	7.4005091	1.073686	1.11461417	Pqlc3
10582868	0.0034397	1.55E-04	-7.3998048	1.073032	-0.77404278	LOC102638047///LOC664787///Gm15753///C130026I21Rik///Sp110
